protein,SIMmin_7CUT0,SIMmax_7CUT0,SIMavg_7CUT0,SIMavgT5_7CUT0,SIMmin_7CUT1,SIMmax_7CUT1,SIMavg_7CUT1,SIMavgT5_7CUT1,SIMmin_7CUT2,SIMmax_7CUT2,SIMavg_7CUT2,SIMavgT5_7CUT2,SIMmin_7CUT3,SIMmax_7CUT3,SIMavg_7CUT3,SIMavgT5_7CUT3,SIMmin_7CUT4,SIMmax_7CUT4,SIMavg_7CUT4,SIMavgT5_7CUT4,SIMmin_7CUT5,SIMmax_7CUT5,SIMavg_7CUT5,SIMavgT5_7CUT5,SIMmin_7CUT6,SIMmax_7CUT6,SIMavg_7CUT6,SIMavgT5_7CUT6,SIMmin_7CUT7,SIMmax_7CUT7,SIMavg_7CUT7,SIMavgT5_7CUT7
P2Y14_HUMAN,11.09,79.94,36.312720247295225,59.23,1.06,52.63,14.160391822827934,49.512,6.3,71.67,44.19652241112836,65.92600000000002,14.81,98.61,51.32848531684687,73.238,17.49,94.59,41.59687789799084,72.304,8.96,80.88,32.04782071097375,61.248000000000005,6.11,62.5,39.022009273570426,58.636,0.72,70.59,16.364093457943902,51.766000000000005
P2Y14_MOUSE,10.59,79.94,35.458021638330706,58.448,0.41,62.5,10.20563088512241,55.0,7.0,71.67,39.82142194744978,58.086,14.81,98.61,51.41738794435842,73.05,17.49,94.59,40.891561051004714,70.72999999999999,8.96,80.88,31.878485316846987,64.618,5.34,62.5,40.31132921174645,59.65999999999999,0.38,70.59,14.405212569316074,47.062
PACR_HUMAN,11.81,43.41,25.47196290571871,41.778000000000006,1.59,38.1,11.633025210084059,32.501999999999995,12.78,35.22,19.877017001545582,31.812,13.15,65.06,40.29808346213292,60.702,11.66,70.31,37.36403400309119,67.924,5.88,68.63,24.425842349304503,65.046,6.79,77.55,35.528701700154606,70.744,2.31,40.54,16.04147272727267,40.32599999999999
PAR1_HUMAN,11.74,47.35,33.229659969088075,44.312,2.0,26.0,12.251888341543514,25.238000000000003,12.19,41.41,29.11885625965998,40.832,13.37,73.61,54.84482225656872,72.776,13.81,57.69,41.5672952086553,55.802,8.75,61.67,32.83800618238022,54.476,5.73,61.22,39.24140649149921,59.74400000000001,0.72,41.67,16.77493601462525,40.384
PAR2_HUMAN,12.19,66.67,35.037712519319946,50.378,3.12,50.0,20.30921797004993,47.04600000000001,10.74,47.42,31.51650695517778,43.772000000000006,14.36,94.37,50.65004636785156,75.26,18.3,97.4,41.507836166924214,63.55,9.09,75.81,34.14661514683155,63.688,7.98,58.18,39.495069551777405,57.660000000000004,0.54,70.59,20.23080145719488,63.528
PAR2_RAT,11.63,66.67,35.08352395672331,50.048,1.64,25.0,11.360198675496703,23.96,9.21,60.56,42.033539412673825,59.152,12.87,94.37,50.12882534775872,75.816,17.86,97.4,41.24115919629051,64.124,9.89,75.81,34.36122102009277,60.88199999999999,6.59,57.89,39.9440494590417,56.396,0.54,70.59,20.23080145719488,63.528
PAR4_HUMAN,11.24,44.12,33.89489953632148,43.989999999999995,1.92,32.69,11.731474036850924,32.448,9.56,58.33,38.34219474497688,54.284000000000006,13.37,75.0,55.8581298299846,73.888,15.52,57.32,41.34290571870178,56.82000000000001,8.09,53.33,29.35449768160737,49.35600000000001,5.24,49.06,35.277573415765076,48.660000000000004,0.34,41.18,13.591211009174298,41.18
PD2R2_HUMAN,11.01,73.68,34.77783616692426,53.288,1.21,44.0,17.68169717138104,42.428000000000004,5.76,83.64,42.96752704791348,67.442,14.36,98.61,53.322627511591946,78.61,17.42,88.24,39.39851622874798,59.272000000000006,9.34,83.02,33.58749613601233,59.83200000000001,5.32,64.71,40.06140649149908,60.152,1.67,38.33,13.325431192660549,36.331999999999994
PD2R2_MOUSE,11.02,73.68,35.46622874806804,53.83200000000001,2.05,50.0,18.733791390728506,46.275999999999996,6.56,83.64,41.637032457496126,65.83399999999999,14.36,98.61,53.698578052550246,77.776,17.76,88.24,39.40281298299839,58.907999999999994,8.95,83.02,33.5915765069551,59.83200000000001,6.49,64.58,40.197573415765106,63.486000000000004,2.04,36.73,14.336916058394124,35.087999999999994
PD2R_HUMAN,9.89,64.36,31.633338485316887,50.48,0.57,55.56,9.23111517367459,39.998000000000005,6.94,72.73,35.89411128284376,57.842,14.01,88.46,45.57936630602785,67.676,12.55,68.0,39.951514683152936,59.222,7.37,54.44,24.176676970633704,42.056,7.22,85.11,38.292843894899555,68.084,0.52,60.0,7.306959619952498,38.664
PD2R_MOUSE,10.29,64.36,32.06901081916543,50.814,0.51,37.5,7.024054669703868,34.998000000000005,7.35,72.73,36.387202472951884,55.614,13.76,88.46,44.970958268933735,67.35,14.72,67.11,40.85230293663063,63.424000000000014,9.06,54.44,25.716197836166863,42.602,6.46,85.11,38.027944358578075,66.73,0.52,38.46,9.500623742454737,36.55800000000001
PE2R1_HUMAN,11.68,81.2,32.7096136012365,56.914,2.0,74.07,20.20203980099505,50.908,7.35,85.0,40.70707882534779,67.556,13.15,98.59,41.8380680061824,74.34200000000001,15.95,95.95,44.17741885625972,73.796,12.55,75.0,22.733848531684732,50.19,5.68,73.58,39.77590417310659,66.576,0.54,45.45,15.98271719038814,45.45
PE2R1_MOUSE,11.66,81.2,32.39298299845444,58.446000000000005,1.85,74.07,17.930878938640145,45.632,7.35,85.0,39.750556414219474,64.05199999999999,12.68,98.59,41.37918083462135,74.104,15.95,95.95,44.656924265842356,74.9,11.76,77.19,22.842658423493038,53.214,6.82,73.58,38.27341576506963,62.482000000000006,0.54,52.94,15.978975791433884,52.94
PE2R1_RAT,11.8,73.78,32.71755795981456,55.198,1.44,50.0,19.430433333333365,46.50000000000001,7.87,76.12,37.750772797527006,60.092,13.62,82.19,44.29831530139107,72.6,16.38,92.0,44.4462596599691,72.766,12.84,77.19,23.087032457496193,49.646,7.55,67.92,37.56202472952099,63.482000000000006,0.54,52.94,15.978975791433884,52.94
PE2R2_HUMAN,9.36,73.85,33.10693972179286,57.722,1.06,45.45,11.96336860670193,38.178,7.02,83.1,34.54275115919633,62.379999999999995,15.98,93.42,47.14510046367853,71.648,14.73,81.94,41.95375579598144,67.288,9.93,83.78,25.219860896445073,56.74000000000001,4.94,87.76,40.372998454404886,72.432,0.72,52.94,18.695303867403286,52.94
PE2R2_MOUSE,9.25,76.9,33.15721792890266,57.73,0.57,41.67,10.880112781954896,40.55800000000001,7.78,95.52,37.1517465224111,67.212,14.22,68.6,43.14357032457495,61.779999999999994,14.47,81.94,43.30576506955179,68.696,10.66,95.89,25.560788253477547,59.528,6.08,89.8,41.34952086553321,74.716,1.04,52.94,17.779833641404792,50.588
PE2R2_RAT,9.3,76.9,33.05290571870175,57.802,1.06,38.46,11.767103825136596,36.692,7.72,95.52,37.234173106646054,66.75800000000001,15.74,93.42,46.29384853168473,71.562,12.83,64.0,40.6364605873262,60.778,10.29,95.89,25.35772797527043,58.8,5.32,89.8,41.14975270479129,73.248,0.34,41.18,12.135576923076906,36.468
PE2R3_HUMAN,10.11,77.16,32.37904173106645,58.870000000000005,2.5,39.02,14.890464344941952,36.108000000000004,7.41,94.92,38.923585780525606,71.778,15.5,83.12,44.68948995363202,71.19,12.08,71.43,37.20503863987634,61.85600000000001,9.57,88.89,28.61015455950537,62.757999999999996,6.11,91.11,37.23523956723332,73.784,1.44,82.35,14.639589552238787,62.352
PE2R3_MOUSE,10.42,90.3,33.05618238021639,63.034000000000006,0.9,47.06,15.216959459459455,42.3,6.58,94.92,38.55642967542506,72.73400000000001,14.29,83.12,45.07866873065021,65.554,13.75,84.15,37.79619783616687,65.572,9.22,88.89,28.682585139318864,55.46999999999999,6.87,91.11,37.45326625386996,69.03,1.08,82.35,13.49291280148423,54.11800000000001
PE2R3_RAT,9.8,90.3,33.108500772797576,62.458000000000006,0.82,43.75,13.980656565656563,38.888,6.17,93.33,39.2467078825348,72.204,14.29,83.12,45.07866873065021,65.554,12.92,84.15,37.76307573415761,64.86600000000001,9.22,88.89,28.682585139318864,55.46999999999999,6.87,91.11,37.45326625386996,69.03,1.08,82.35,13.49291280148423,54.11800000000001
PE2R4_HUMAN,12.87,85.06,27.870618238021645,58.666,0.57,55.56,11.447252747252733,49.028,7.11,87.72,43.17449768160757,72.45599999999999,14.36,97.22,49.357372488408025,83.52799999999999,13.91,86.67,39.63567233384853,63.263999999999996,10.99,91.51,22.319304482225654,61.912,10.82,77.31,17.436522411128255,46.79600000000001,1.79,94.64,14.598138686131417,71.788
PE2R4_MOUSE,13.65,84.46,28.35029366306027,56.108000000000004,2.86,45.71,18.154288079470117,41.34,7.11,75.44,42.78517027863782,65.874,14.81,98.61,49.13117647058817,76.216,13.79,93.33,39.38962905718709,61.13199999999999,12.41,66.13,23.141282843894917,53.403999999999996,11.02,94.87,18.44505409582691,48.702,1.79,98.21,14.50673357664237,70.002
PE2R4_RABIT,13.14,85.06,27.982982998454457,57.694,0.9,30.77,10.818611111111117,29.476,7.11,87.72,43.431839258114465,72.63199999999999,14.81,98.61,50.12795981452856,84.09200000000001,13.54,86.67,38.93928902627507,62.536,12.41,93.4,22.18649149922722,61.976,10.47,77.31,17.845718701700182,44.892,1.79,94.64,14.034972577696559,68.928
PE2R4_RAT,12.85,84.46,27.97248840803711,58.73599999999999,0.51,54.55,10.511858407079647,36.924,7.11,75.44,42.78517027863782,65.874,14.81,98.61,49.13117647058817,76.216,13.3,93.33,39.790958268933565,62.952,12.06,93.4,22.2015765069552,63.17999999999999,10.08,94.87,18.287758887171574,47.226,1.79,98.21,14.594726277372295,70.002
PF2R_BOVIN,9.57,84.78,32.67398763523957,68.25,1.39,70.0,15.322369747899156,45.384,6.72,87.72,39.11436532507741,70.63199999999999,14.22,96.05,45.390000000000036,76.524,14.35,97.3,38.57587326120556,75.352,9.06,83.87,25.68587326120554,61.898,6.11,84.62,38.28097372488402,74.11999999999999,1.08,70.0,15.285500910746796,51.19199999999999
PF2R_HUMAN,10.34,84.78,33.78188562596601,68.83,1.2,70.0,16.017284768211915,45.730000000000004,7.51,87.72,40.11003095975236,70.04,14.22,96.05,45.430556414219524,83.696,13.91,97.3,38.72208655332292,75.096,8.97,86.89,27.32791344667695,66.03,6.84,84.31,41.862272024729556,76.42,1.02,70.0,16.119889908256884,50.45399999999999
PF2R_MOUSE,10.71,82.45,33.84683153013915,67.65,1.63,75.0,19.75621666666668,55.0,7.51,87.72,40.11003095975236,70.04,14.42,96.05,45.95851622874814,82.90400000000001,12.66,81.33,37.53582689335395,67.76599999999999,10.08,86.89,28.799690880989182,67.648,6.44,84.62,40.61540958268923,75.662,1.44,70.0,15.968110091743117,48.782
PF2R_SHEEP,9.88,82.13,33.38122102009278,67.554,1.2,75.0,21.253067993366514,56.862,6.72,87.72,39.11436532507741,70.63199999999999,14.22,96.05,45.390000000000036,76.524,13.97,89.33,38.74689335394125,75.01,8.97,86.44,26.766537867078753,67.752,6.06,84.31,39.47063369397212,73.75,1.44,37.93,14.942745825602929,37.402
PI2R_HUMAN,11.15,54.71,31.88244204018548,44.604,1.03,50.0,11.337931654676245,44.75,6.69,58.0,39.53191653786711,56.202,13.57,67.44,45.737836166924325,61.948,14.41,68.0,40.04238021638329,62.298,8.46,82.81,28.23134466769702,50.482,7.58,53.33,35.056723338485284,52.977999999999994,1.85,44.44,12.778124999999985,40.376
PI2R_RAT,12.15,54.71,30.605703245749577,43.324,1.64,47.37,15.026482412060338,40.114,8.5,54.29,35.83018547140649,51.43000000000001,13.89,67.44,43.49638330757331,59.681999999999995,13.54,68.0,38.226646058732655,63.339999999999996,8.79,82.81,28.18794435857805,50.086,8.3,53.85,36.27884080370946,52.95399999999999,1.59,36.51,11.398451730418952,34.602
PKR1_HUMAN,11.58,50.49,34.03313755795977,44.242000000000004,2.38,35.71,16.64900662251663,35.042,8.06,72.06,44.082102009273605,66.488,13.61,63.51,47.49655332302916,61.35,14.67,52.94,38.68290571870167,50.724000000000004,8.79,51.39,31.334173106646013,48.98,7.25,55.77,34.280216383307625,53.076,0.72,47.06,11.866802973977691,41.176
PRLHR_HUMAN,11.68,53.22,37.84514683153014,50.176,2.38,36.96,15.959351081530805,36.22,7.76,73.13,45.66387944358577,71.426,13.62,71.23,53.25938176197827,70.58200000000001,16.09,60.53,47.307078825347794,59.13199999999999,10.22,61.54,34.20905718701704,55.294000000000004,5.73,62.16,39.01044822256569,61.709999999999994,1.08,52.94,16.78311233885818,51.176
PTAFR_CAVPO,11.0,76.84,36.417990726429714,55.88199999999999,0.51,66.67,11.102354014598538,63.334,7.97,67.21,45.65010819165385,64.158,15.28,97.22,53.03676970633684,75.274,17.03,88.46,41.049752704791366,61.69199999999999,8.27,80.3,32.000355486862475,57.760000000000005,7.63,66.0,39.13880989180833,60.7,1.07,47.37,14.557186932849353,42.108000000000004
PTAFR_HUMAN,11.16,76.84,35.67874806800619,54.882000000000005,0.41,50.0,6.290431034482758,40.0,7.6,67.21,42.9599227202473,61.775999999999996,15.74,97.22,53.559134466769756,74.168,17.47,88.46,40.04485316846982,59.66799999999999,7.91,80.3,32.336414219474484,58.124,8.33,66.0,36.943523956723304,56.370000000000005,0.36,47.06,14.68417439703152,45.884
PTH1R_HUMAN,13.41,53.42,21.93429675425039,39.496,1.28,28.21,9.312925170068034,25.898000000000003,12.2,58.48,18.84833075734154,38.634,11.96,64.95,33.05259659969085,54.739999999999995,10.87,96.83,35.41170015455943,69.222,6.52,96.43,26.651638330757326,64.78200000000001,6.25,43.27,22.991035548686185,40.800000000000004,1.47,33.82,10.919077490774903,29.998
PTH1R_MOUSE,13.26,53.42,21.80173106646059,40.418000000000006,1.03,23.89,7.58825291181365,22.118000000000002,11.49,58.48,21.107527047913358,41.592,13.84,64.95,32.97476043276663,55.364,10.87,96.83,35.225904173106606,68.75800000000001,6.88,96.43,26.18876352395671,63.69200000000001,6.95,43.27,19.970092735703243,37.854,1.92,32.76,13.104233576642326,31.812
Q33BM1_RAT,9.02,75.61,33.78782071097371,57.024,,,,,7.44,66.13,43.78854714064919,63.379999999999995,13.45,98.55,46.41228748067988,71.93,15.42,62.5,40.66714064914998,56.612,8.33,90.0,33.479350850077324,65.672,4.56,84.85,28.593879443585827,62.548,0.54,88.24,18.179188191881913,61.176
Q5D7U5_CHICK,11.32,75.68,34.500741885625935,65.134,1.44,44.44,20.196810631229262,42.032000000000004,7.51,69.7,35.749629057186866,58.50600000000001,12.5,98.55,43.904760432766494,86.26,15.22,91.78,41.9865533230294,81.378,12.04,75.0,30.301298299845378,63.378,5.32,88.0,44.45591962905715,78.28399999999999,1.15,71.43,16.36572212065817,49.634
Q8VH27_CAVPO,11.41,92.84,30.96690880989176,85.71000000000001,1.02,91.67,14.283087719298242,70.0,8.79,77.59,49.21191290824265,75.94800000000001,15.84,95.83,54.82923794712274,94.16399999999999,16.07,72.84,45.38034003091189,71.852,8.0,94.74,15.817573415765082,84.33200000000001,7.63,93.18,43.0861085271318,80.134,,,,
Q9JLY8_RAT,11.62,84.28,39.285069551777426,80.29400000000001,1.79,42.86,16.799229480737022,42.012,9.21,83.02,52.99336939721792,80.604,15.49,97.18,54.24579598145306,94.124,15.02,94.67,43.97731066460595,86.834,9.32,80.95,33.473199381761965,75.23799999999999,5.73,97.92,43.22086553323029,95.41600000000001,1.08,95.83,17.433525179856115,86.66399999999999
Q9R297_RAT,10.63,56.04,36.84930448222565,50.056,0.96,53.33,15.067166947723438,47.574,7.53,80.36,50.313276661514735,76.26,12.9,84.93,51.07615146831533,72.81,14.35,62.5,40.71816074188565,55.261999999999986,9.91,48.35,30.083910355486836,45.604,6.11,64.0,40.37370942812985,60.64,1.04,58.82,17.113444444444433,57.64399999999999
QRFPR_HUMAN,13.09,45.52,33.59114374034001,43.836000000000006,2.56,33.33,14.01955074875211,32.27,8.37,74.07,49.897032457496124,73.164,15.49,70.83,49.730092735703,70.83,14.67,57.83,37.51894899536318,52.501999999999995,10.51,50.67,33.0555332302937,49.726,8.98,44.87,29.320896445131282,42.604,2.56,35.9,13.135387453874563,32.308
RL3R1_HUMAN,11.71,45.59,31.976105100463702,42.63,1.47,25.0,9.834418604651157,24.706,7.5,57.97,41.099366306027896,56.772000000000006,13.82,63.22,42.870278207109756,63.220000000000006,18.39,61.73,41.11049459041735,60.35,10.64,46.84,30.13700154559511,43.228,5.73,66.67,42.73738794435857,65.576,2.0,34.0,13.292825278810406,32.006
RL3R2_HUMAN,11.3,51.28,36.51190108191653,50.84,1.22,55.0,19.668374792703144,51.132,7.47,61.76,42.35208655332303,60.814,14.36,77.78,52.9151468315301,77.78,16.45,60.81,44.19720247295208,59.81400000000001,8.57,57.81,32.367913446677015,54.775999999999996,6.02,65.38,36.02180834621327,54.794,1.56,35.48,14.968552875695757,35.48
RXFP1_HUMAN,13.23,40.82,19.60876352395671,34.066,0.51,23.08,4.085559210526317,19.178,7.34,37.69,11.984157650695476,31.623999999999995,13.15,56.67,41.61358578052548,53.834,13.25,59.77,37.60550231839248,54.20399999999999,10.0,85.71,33.1177743431221,67.142,7.22,69.09,40.57897990726434,60.862,2.05,35.0,13.626684782608686,35.0
RXFP2_HUMAN,12.64,40.82,19.49639876352395,32.738,0.48,20.28,3.991485148514857,17.72,7.06,32.57,11.391514683153032,28.619999999999997,14.55,56.67,42.59751159196313,53.36,13.66,59.77,40.073632148377136,55.751999999999995,11.11,85.71,31.38964451313755,63.806,6.46,69.09,42.21550231839247,63.262,1.85,41.67,15.797904411764721,38.048
S1PR1_HUMAN,10.29,92.19,34.39547140649149,79.33200000000001,1.64,77.27,16.44830592105265,53.160000000000004,9.48,70.42,37.8141267387945,63.552,14.22,97.14,43.01400309119017,92.05199999999999,11.06,98.51,41.38438948995363,94.33,10.98,80.88,33.71624223602486,67.694,5.73,95.92,42.90270186335402,68.98,2.05,97.5,14.328638838475493,61.306
S1PR1_MOUSE,10.73,96.86,34.66998454404945,83.752,2.5,86.84,15.874798657718113,62.581999999999994,7.11,98.11,43.870448222565706,83.43,14.29,97.14,43.8475888717156,91.88,11.06,98.51,41.384272445820486,89.55199999999999,10.98,80.88,33.71624223602486,67.694,5.73,95.92,42.90270186335402,68.98,1.71,97.5,14.1556204379562,73.664
S1PR1_RAT,10.2,92.19,34.52414219474496,79.778,1.63,77.27,19.73646179401992,58.18399999999999,8.79,70.42,38.418268933539416,63.826,14.22,97.14,42.30748068006189,91.76599999999999,11.06,98.51,41.384272445820486,89.55199999999999,10.98,80.88,33.71624223602486,67.694,5.73,95.92,42.90270186335402,68.98,1.71,97.5,14.1556204379562,73.664
S1PR2_HUMAN,10.02,88.89,35.09720247295207,65.15799999999999,1.61,92.0,18.296235489220564,58.339999999999996,7.53,87.27,46.1576352395673,73.818,11.37,95.71,40.63148377125196,82.13199999999999,12.78,81.69,43.56241112828447,76.128,9.52,85.71,32.27185471406488,66.374,7.22,86.0,41.423508500772854,65.824,1.08,35.29,14.617791970802944,34.114
S1PR2_RAT,9.88,88.89,35.38882534775891,65.788,1.61,92.0,17.31756218905472,56.888,8.2,87.27,47.65565687789805,78.90599999999999,11.85,95.71,40.68834621329216,80.99799999999999,12.78,81.69,44.354003091190094,77.664,8.79,85.71,30.737403400309123,66.824,7.6,86.0,43.65200927357041,69.186,1.08,35.29,14.617791970802944,34.114
S1PR3_HUMAN,11.27,62.94,34.37561051004636,61.116,1.47,37.5,13.745382059800658,36.251999999999995,7.82,77.36,44.712797527047954,75.12800000000001,12.26,75.71,40.01282843894896,73.382,12.83,83.58,42.5521483771253,82.68599999999999,11.36,72.31,34.69111282843891,70.60600000000001,7.22,72.0,45.64758887171563,67.086,2.04,40.82,14.448162162162127,40.82
S1PR4_HUMAN,11.46,55.56,32.8800927357033,54.378,2.38,47.37,14.358578680203042,43.59400000000001,7.06,57.14,37.70115919629064,54.970000000000006,13.27,74.65,40.048454404945865,72.958,13.27,80.6,41.98222565687797,77.61200000000001,9.59,59.32,33.97346213292114,53.604,7.25,66.67,44.523972179289075,65.41600000000001,2.13,34.04,13.954972776769457,31.733999999999998
S1PR5_HUMAN,12.29,55.37,33.563091190108196,54.676,2.38,42.86,16.799642857142864,41.354,7.84,64.29,42.90639876352396,63.498000000000005,13.07,76.39,40.3048377125193,74.44399999999999,12.33,79.1,46.132333848531694,75.244,12.5,54.79,33.02564142194748,53.784000000000006,7.25,66.67,42.88136012364765,63.95,1.61,29.03,11.070426716141018,29.03
SCTR_HUMAN,11.42,53.42,25.56482225656878,44.24400000000001,1.41,28.17,9.7677906976744,28.170000000000005,8.87,51.59,23.422735703245756,37.15,12.12,70.67,33.649041731066504,57.736000000000004,9.96,84.38,35.62704791344669,70.616,6.99,68.63,26.683925811437366,66.558,7.6,68.0,36.40027820710972,65.346,0.54,43.48,17.166148148148192,39.176
SMO_HUMAN,12.31,91.06,17.267542503863982,35.012,0.79,87.7,5.3947913188647645,30.822000000000003,9.64,99.4,16.417743431221034,40.717999999999996,12.9,94.74,37.12607418856259,56.84799999999999,15.6,75.19,27.276352395672355,43.206,8.7,98.02,21.5238021638331,48.908,5.0,93.75,10.17262751159196,31.334000000000003,1.89,84.31,12.379432234432217,42.262
SMO_MOUSE,12.4,91.06,16.982720247295244,34.94,0.77,87.7,5.252036727879816,30.366000000000003,9.64,99.4,16.41330757341578,40.717999999999996,12.32,94.74,36.9481607418856,56.84799999999999,15.45,75.19,25.539598145285996,41.65,8.7,98.02,21.506136012364763,48.116,4.94,93.75,10.254358578052528,31.334000000000003,1.96,84.31,13.265510948905096,41.196000000000005
SSR1_HUMAN,12.54,66.18,37.4787326120556,56.886,1.64,37.21,12.353146258503394,36.204,8.98,68.66,43.657140649149945,68.372,11.76,94.37,53.19911901081917,79.30600000000001,18.83,76.32,44.33318392581156,65.148,9.19,78.33,35.088964451313714,64.546,6.49,68.75,46.48624420401847,66.16799999999999,1.8,39.47,15.59428571428572,37.366
SSR2_HUMAN,11.02,69.29,39.259459041731105,61.492000000000004,2.86,45.71,19.093055555555466,41.574,8.37,83.33,52.518655332302934,79.864,12.38,86.3,53.895842349304495,84.382,15.68,72.0,44.62415765069564,68.31,9.39,77.42,34.450942812983,67.564,6.87,80.0,43.28851622874807,70.146,0.78,44.83,16.71346570397114,43.952
SSR3_HUMAN,12.04,69.35,36.24205564142198,55.988,1.34,63.16,15.77660535117056,50.982,7.95,94.34,51.48350850077276,80.58600000000001,11.39,88.73,54.086826625387005,81.36600000000001,17.47,90.41,46.704173106646074,72.056,11.76,73.97,35.103415765069585,60.85799999999999,6.49,64.58,45.87969088098921,63.076,1.3,25.33,8.433075471698105,24.529999999999998
SSR3_MOUSE,11.48,69.35,36.61901081916538,55.92,2.38,63.16,16.392370617696166,46.32,7.53,94.34,51.261174652241095,80.54,11.39,88.73,54.086826625387005,81.36600000000001,18.42,90.41,47.49092735703248,74.21199999999999,13.24,73.97,35.43935085007726,59.86600000000001,6.82,53.12,35.52933539412664,49.854,1.67,38.33,11.554990723562145,34.782
SSR4_HUMAN,12.24,66.18,38.275595054095845,57.888,2.5,42.5,15.135809682804666,38.5,7.53,83.33,53.84409582689339,82.52799999999999,11.76,94.37,52.699922720247145,80.112,19.28,76.32,45.69693972179273,66.34,9.59,78.33,36.205857805255036,69.70199999999998,6.44,57.89,39.78210200927374,54.564,1.71,40.48,13.88846007604562,37.769999999999996
SSR5_HUMAN,11.73,77.75,39.5571251931994,61.724000000000004,1.53,61.9,19.73785123966947,58.092,9.21,72.73,46.1864760432766,69.97200000000001,11.88,95.77,54.50418856259667,86.342,17.54,77.78,48.518346213292084,72.17999999999999,8.66,82.26,34.879227202473004,65.044,6.87,91.11,42.92919629057185,72.14000000000001,1.54,43.33,15.227367458866546,36.428
SSR5_MOUSE,10.95,77.75,39.681901081916564,62.434000000000005,2.05,61.9,23.067595356550616,61.9,7.53,71.21,46.7185316846987,70.64999999999999,12.38,95.77,55.435115919629006,87.10600000000001,16.17,75.64,44.6507727975271,68.83399999999999,9.27,82.26,36.4568006182381,71.842,6.11,91.11,43.688408037094376,71.766,1.54,44.83,15.309818840579668,39.081999999999994
SUCR1_HUMAN,10.84,77.62,36.633153013910366,57.75,1.02,43.75,15.011794019933534,38.738,7.11,74.14,47.09670788253485,69.78999999999999,12.68,98.59,51.81530139103566,76.93800000000002,17.78,84.72,41.15992272024742,62.63800000000001,8.93,80.0,31.536136012364757,56.866,5.7,82.22,40.19935085007722,63.196000000000005,0.72,47.06,13.506309963099621,43.532
SUCR1_RAT,10.34,77.62,35.8656723338485,56.384,1.02,50.0,14.20616040955631,50.0,7.95,74.14,43.11174652241115,64.19200000000001,12.38,98.59,51.41268933539418,76.022,17.33,84.72,40.21958268933542,61.76800000000001,8.96,80.0,32.768578052550176,55.846000000000004,6.46,82.22,42.02704791344657,63.220000000000006,,,,
T2R31_HUMAN,9.73,36.61,28.940123647604302,36.46,0.48,40.0,8.302563025210086,37.166,4.64,52.83,35.44182380216379,51.522000000000006,11.95,45.35,35.91551777434297,45.117999999999995,12.77,40.0,30.241066460587366,40.0,9.19,47.06,31.37392581143738,46.532000000000004,6.49,54.17,37.445054095826954,53.334,,,,
TA2R_HUMAN,9.07,64.55,32.414296754250444,51.784000000000006,1.2,26.09,9.809114139693376,25.198,5.81,58.21,37.52329211746523,56.722,12.87,71.08,44.36805255023189,64.364,13.53,81.33,40.63667697063376,69.13199999999999,7.49,77.14,27.28828438948989,52.28399999999999,7.22,75.51,39.84717156105101,66.81800000000001,0.36,50.0,5.666805194805193,30.0
TA2R_MOUSE,9.78,77.87,32.251700154559536,55.788,1.44,86.67,15.883186440677973,53.468,5.39,60.34,39.77017027863779,58.964,13.14,88.31,40.398562596599675,67.546,14.12,74.36,38.086414219474456,61.598,8.07,77.14,28.061066460587238,53.688,5.7,75.51,39.849428129829896,64.0,0.38,83.33,5.837039800995029,32.97
TA2R_RAT,9.5,77.87,33.177202472952075,57.10999999999999,1.91,86.67,17.523663865546226,62.038,5.39,60.34,39.77017027863779,58.964,14.35,88.31,43.71276661514684,68.264,14.12,81.33,38.30465224111277,65.34599999999999,8.71,59.46,29.387156105100487,53.214,6.49,70.0,39.6237557959814,67.06800000000001,0.38,83.33,6.313794642857156,35.322
TAAR1_HUMAN,10.98,73.46,37.19046367851619,61.238,0.82,45.0,15.23162751677853,42.129999999999995,7.53,94.34,47.44582689335388,77.686,12.68,97.22,52.02514683153009,82.85,15.98,73.42,40.85924265842351,61.565999999999995,12.14,74.65,32.17712519319938,60.96400000000001,5.73,70.27,42.83647604327665,68.64999999999999,1.15,52.94,14.9034909090909,52.94
TAAR1_MOUSE,10.42,86.51,37.237465224111276,65.894,1.39,73.33,14.704335548172756,51.80999999999999,7.95,94.34,49.61323029366306,79.624,12.21,94.44,50.50828438949011,82.38,14.22,65.88,41.48234930448222,58.54200000000001,11.48,94.03,31.620479134466674,70.268,6.11,95.92,46.10863987635244,72.786,,,,
TAAR1_RAT,10.79,86.51,37.25381761978358,66.482,1.02,73.33,14.585242070116864,53.754,7.53,94.34,48.36136012364763,80.022,13.15,97.22,52.7737867078825,84.23400000000001,15.65,73.42,41.913431221020076,61.476,12.22,94.03,31.746275115919552,67.022,5.34,95.92,43.80000000000003,69.942,,,,
TAAR5_HUMAN,10.6,89.68,37.14806800618237,62.54200000000001,1.63,77.27,16.901641541038547,51.138,8.37,94.83,49.73510046367866,73.10399999999998,13.62,98.61,50.9707882534777,79.532,12.45,95.95,39.307650695517815,63.129999999999995,11.85,95.08,34.37502318392577,66.0,5.73,71.43,41.79261205564133,65.862,0.38,50.0,4.507664974619289,26.351999999999997
